index_num,title,location,company,summary,salary,url
164,Business Analyst,"Austin, TX",MW Partners,The senior business analyst will be working with multiple program areas during the implementation of the Azure data pipeline to help gather and define…,,https://indeed.com/company/Techera/jobs/Business-Analyst-f9cdd5b606b25e81?fccid=e9bb81f07e512b83&vjs=3
165,Management Analyst,"Fort Sam Houston, TX",US Department of the Army,Education: Ph.D or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or LL.M.,"$65,106 - $84,643 a year",https://indeed.com/rc/clk?jk=37dacd0d50954184&fccid=c3b8389ba1f05d96&vjs=3
169,Project Analyst,"Houston, TX",Crown Castle,"Provides data entry to support management.Experience with other data analytic tools and software preferred.Analyzes data and recognizes anomalies, works with…",,https://indeed.com/rc/clk?jk=bac2ac7aa563a382&fccid=b370e17ef47bfd7b&vjs=3
171,Data Analyst,"Austin, TX",Lagomaj Capital,Our new data analyst should have a STEM background and be open to working quickly on problems by finding patterns and creating solutions grounded in data.,,https://indeed.com/rc/clk?jk=58dbcca940c2c105&fccid=0341cfd63d01128e&vjs=3
172,Data Analyst Intern,"Pearland, TX 77584",setld,Assist with QC development for detecting common errors to improve data quality.Identify data gaps and take appropriate initiative to gather new intelligence.,,https://indeed.com/company/setld/jobs/Data-Analyst-Intern-e794cc3aa8ffd19a?fccid=ff640c312a024204&vjs=3
174,Market Analyst,"Dallas, TX 75201 (Oak Lawn area)",Spectral MD Inc,"Track and forecast trends in sales and marketing, and analyze in detail the data collected to provide management with thorough reports and results.",,https://indeed.com/rc/clk?jk=7eb7c02352323a44&fccid=81afca2b6beac17a&vjs=3
175,Data Analyst (with Java coding skills),"Austin, TX",EPAM Systems,"Experience with building ETL pipelines, data warehousing and data modeling.Design, build and launch efficient & reliable data pipelines to move and transform…",,https://indeed.com/rc/clk?jk=496420863c49b07b&fccid=532afac41b2663f7&vjs=3
176,Business Analyst,"Austin, TX",WP Engine,"Ability to write advanced SQL queries, including experience with big data platforms like Google BigQuery required.401(k) (Make the most of retirement).",,https://indeed.com/rc/clk?jk=20249124e1cebdad&fccid=966a8dd715d10eb7&vjs=3
177,Excel Expert Recovery Analyst/Data Scientist,"Houston, TX",Ed Mehlman and Associates,Execute proprietary Excel-based software suite on large data sets and analyze and submit results to clients.Candidates can have any education background but a…,,https://indeed.com/rc/clk?jk=f9a678794fab150d&fccid=3af7f76841d08814&vjs=3
178,Business Intelligence Analyst,"Dallas, TX 75225 (North Dallas area)",Btechnical Group,"Develops understanding of enterprise data architecture, data platforms and data operations.Supports the organization and sourcing of data for business…","$65,000 - $90,000 a year",https://indeed.com/company/Btechnical-Group/jobs/Business-Intelligence-Analyst-21ce0d7c07635483?fccid=3526758c153bec3e&vjs=3
179,Technical Business Analyst,"San Antonio, TX",Saint Leo University,Working knowledge of data and system security.403b - Annual match 3%-9% of pay based on employee’s contribution.You may also be required to provide training.,,https://indeed.com/rc/clk?jk=89dccecb0942c82b&fccid=9f74bef3cbc2b83f&vjs=3
180,"Analyst, IT Data Center Operations","Round Rock, TX",MAGRABBIT,Supports software products and tools deployment and data backups within data center.Supports the data centers and work in a goal setting environment.,,https://indeed.com/rc/clk?jk=c6e6797fb658aa98&fccid=7ed5ac56090907f5&vjs=3
181,Print Production Analyst,"Lewisville, TX",Teladoc Health,"Independently collect and analyze data.Experienced in analyzing data rich files.Work with, analyze, and report on .csv data files and other data rich files.",,https://indeed.com/rc/clk?jk=fec00e76eb952a30&fccid=88f5d9a70576ec2a&vjs=3
182,Business Analyst Consultant,"San Antonio, TX",BridgeGap Global,"Attention to detail with superior written, verbal, and problem solving skills.BridgeGap Global is seeking to engage a business analyst with exceptional drive…",$75 an hour,https://indeed.com/rc/clk?jk=07efdb6ee8e468cf&fccid=34312d9ff10f68fa&vjs=3
184,Aircraft Data Analyst,"Austin, TX 78702 (East Cesar Chavez area)",ForeFlight,"Strong problem-solving and mathematical skills, especially in context of interpreting graphical and tabular data and how to model these data for use within…",,https://indeed.com/rc/clk?jk=ac18921fe1e3a546&fccid=de44c903b95f6c56&vjs=3
185,Data Entry Analyst (Remote Position),"Houston, TX 77060 (Greater Greenspoint area)",US Legal,Comply with data integrity and security policies.Identify any data deficiencies or errors and correct.The general duties as a Data Entry Analyst for U.S.…,,https://indeed.com/rc/clk?jk=61faef58f2df84d9&fccid=d237104512fe0fc5&vjs=3
186,Data Quality Analyst - Entry Level,"Spring, TX 77373",Technical Safety Services,We are seeking a full time Data Quality Analyst to perform data quality review of TSS field data to TSS requirements and client expectations.,,https://indeed.com/rc/clk?jk=43110e2c9dc42c6e&fccid=7ca4e606f0fe076b&vjs=3
187,Data Analytics Manager,"Coppell, TX 75019",Flagship Credit Acceptance,"Write SQL queries to extract data from SQL Server data warehouse for the purpose of data analysis.Independently develop techniques for data collections, data…",,https://indeed.com/rc/clk?jk=6c33af13c13fe76d&fccid=9408d8cc23879eea&vjs=3
188,Business Intelligence Associate,"Dallas, TX 75225 (North Dallas area)",Btechnical Group,There is complex SQL code that runs via stored procedures that enables data marts as well as reports that sit on top.Snowflake (Or willing to learn quickly).,"$70,000 - $100,000 a year",https://indeed.com/company/Btechnical-Group/jobs/Business-Intelligence-Associate-4818f1a982887df3?fccid=3526758c153bec3e&vjs=3
189,Operations Planner and Analyst,"Grand Prairie, TX 75050",Loftwall Inc.,"Attention to detail and organization.Managing a growing business requires a smart, flexible, hard-working support team.",,https://indeed.com/rc/clk?jk=948fb5bcb624b8d3&fccid=246abe6b2741978a&vjs=3
190,Business Intelligence Intern - SDS,"Dallas, TX 75254 (Far North area)",Copart,"Design, develop, test and implement data warehouse and BI solutions and platforms including but not limited to real-time data pipeline, data visualizations,…",,https://indeed.com/rc/clk?jk=83bce0d355212419&fccid=12f1fd5dba253774&vjs=3
191,Clinic Business Analyst/Analytics,Texas,Nearterm Corporation,Review of Nursing and Hospital Data.Work with Business Analyst and Developers.,,https://indeed.com/rc/clk?jk=69a58285f25eebf0&fccid=33cadb57ea2aebf4&vjs=3
193,Systems Analyst II,"Lubbock, TX 79415",Health & Human Services Comm,The data analyst also serves as the liaison with state office data analysts.Acts as a liaison with state office data analysts and HHSC IT.,"$3,293 - $5,371 a month",https://indeed.com/rc/clk?jk=65ac6687bdf4afd7&fccid=113517153f849886&vjs=3
194,Complex Illustration Business Analyst,"Houston, TX",AIG,"This individual will support the Illustration and System Support business analysts and will collaborate with various internal operations departments, Product…",,https://indeed.com/rc/clk?jk=ad8cf01a5623b99a&fccid=9a92a4bf81326e1e&vjs=3
197,Digital Marketing Data Analyst,"Austin, TX 78704 (Bouldin area)",Effective Spend Digital Marketing,Effective Spend is looking for a data analyst with experience in tracking and reporting digital marketing analytics.Experience with SQL is also a plus.,"$60,000 - $70,000 a year",https://indeed.com/company/Effective-Spend/jobs/Digital-Marketing-Data-Analyst-6e5639ca572ea606?fccid=07543b671113179a&vjs=3
198,Financial Analyst,"Dallas, TX 75247 (Northwest Dallas area)",Tricolor Auto Group,"1-3 years of experience working in a Corporate Finance, FP&A, or financial operations.We are looking for a Financial Analyst who is able to develop, prepare,…",,https://indeed.com/rc/clk?jk=4d37bdc570794cd6&fccid=0c6a206362227e72&vjs=3
199,Business Analyst,"Austin, TX",Tek9 Solutions,Position Description: This position will provide business analyst services for the ILM team and help them to liaison with Lines of Business to help develop and…,,https://indeed.com/rc/clk?jk=57d6bff43733a20f&fccid=08363362f87332cc&vjs=3
200,Project Data Analyst,"San Antonio, TX 78245",CNF Technologies,"Support ad hoc data collection, analysis, and reporting requirements.Minimally one or more years of combined experience supporting project teams accomplish…",,https://indeed.com/rc/clk?jk=77b696e9952d54b3&fccid=7965c0fc87c9dce3&vjs=3
201,Project Analyst,"Houston, TX",Crown Castle USA Inc.,"Provides data entry to support management.Experience with other data analytic tools and software preferred.Analyzes data and recognizes anomalies, works with…",,https://indeed.com/rc/clk?jk=cf1e641a2619a996&fccid=bcabf9e77904fbd5&vjs=3
202,IT Business Analyst,"Lubbock, TX 79415",UMC Health System,A bachelor’s degree in a technical or medical related field.Healthcare Industry knowledge/experience a plus.Normal work hours are from 8:00am – 5:00pm Monday …,,https://indeed.com/rc/clk?jk=b6105669b20deb89&fccid=b1eeaaea53d7e33a&vjs=3
204,"Business Analyst, Technical Support","Irving, TX",Flowserve,"2-5 years’ experience as an IT Business Analyst, Systems Analyst, Programmer, or in a related occupation.2-5 years’ experience supporting various IT systems.",,https://indeed.com/rc/clk?jk=5b16c7f01d6e8d50&fccid=382ab41b9b15f833&vjs=3
205,Business Analyst,"Austin, TX 78729",Soluta,Understanding the process of data and how it moves through a system/pipeline.Must use close visual acuity to perform an activity such as: preparing and…,,https://indeed.com/rc/clk?jk=a60d7852b886d849&fccid=e65725b48fcac08c&vjs=3
206,Business Systems Analyst 1 - 93266,"Austin, TX","Advanced Micro Devices, Inc.","Retrieve information from primary or secondary data sources and maintain databases/data systems.Manage databases, data collection systems, data analytics and…",,https://indeed.com/rc/clk?jk=4d3b327931b5a162&fccid=b45c4b5a9c9a7448&vjs=3
207,SUPERVISORY PROGRAM ANALYST,"Corpus Christi, TX",US Department of the Navy,"Within the Department of Defense (DoD), the appointment of retired military members within 180 days immediately following retirement date to a civilian position…","$77,896 - $101,268 a year",https://indeed.com/rc/clk?jk=e8de47060aea3e03&fccid=302c62dc6627d2d4&vjs=3
208,Business Analyst,"Houston, TX",Tech-Apex Solutions,"Defining, analyzing, and documenting user requirements, procedures, problems and leading joint design efforts to offer a new solution or value proposition to…",,https://indeed.com/rc/clk?jk=a02f772ca4e2ed7a&fccid=9dcd62df1fe0e355&vjs=3
209,Product Analyst_Dallas,"Irving, TX 75038 (Cottonwood area)",Assuranceamerica Managing General,"Fulfill data / reporting requests and support other departments as appropriate.Support Product Managers with various data, model and revision requests as…",,https://indeed.com/rc/clk?jk=485ec4bd999b037c&fccid=d5a78cf96ea61229&vjs=3
210,Program Analyst,"Fort Sam Houston, TX",US Department of the Army,Responsible for planning and coordinating resources and budgets in support of an annual budget.Plan and conduct surveys of moderate to large scope on…,"$78,036 - $101,451 a year",https://indeed.com/rc/clk?jk=12fca12a6a2001b3&fccid=c3b8389ba1f05d96&vjs=3
211,Transportation Analyst,"Montgomery, TX",Morson USA,"Ensure proper data Research of invoices as necessary to determine proper job cost coding, and account classifications.Maintain updated Accounts Payable Aging.",,https://indeed.com/company/Morson-USA/jobs/Transportation-Analyst-7127880a2d51ccd5?fccid=dc6c27ccd85fb398&vjs=3
212,Financial Analyst 1,"Plano, TX 75074",Kforce,"Conduct 3-month business forecasts, including comprehensive forecasts on logistics cost and overhead expenses as well as of business environmental changes to…",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEKQldVMIR3Zzy_IOBPbW8aofLUcAq_w9eEZ18Rf4mdYYde0e27hsX1sAdXY_yhd_uL80z7mDbOeLNcjfqm_O3xBpFAVirgKXxlAFItVFPnbmXW6VVjdvjrgMKLf5RYAt1MfMKqt-6VvDS73J7vFIlgGjdPC3Ka_wI6fl5BJKY35v00lODP4IFVRShItZuIYNtzSFBUNH53RPxixCTN3pH6miB6_x7rrLP-Z_ht6WexUCVTegTYvI6P5NMyOEx3oZakrCFlwbVsD6TasYuq5koaoVovXuhrdPFNTmUWW8daCOw9HdOjTzfkCoeXUU9tT9hjy9M6XqUE3bzJKSLeDf9FjLQRY_6okwtIwo1W4QZarxsNq3SMJesGkCzRINnR51BNA4QD9GNKqxp-d5ZYYkwuL21v49PWogYj8ozMSE5aLTsynDmqjZoMEUCpd8Uw5VN1Hwlpvnw1-pcByM1MNQmVUxC4WxqQ3oRrLJAhmR6abnd8jDH_4wbRJ7kOij7v6oiw==&p=1&fvj=0&vjs=3
213,Business Analyst,"Houston, TX 77099 (Alief area)",CWC International,"Business Analyst Experience in business process, work process, translating business processes into process maps, root cause analysis, and identifying, analyzing…",,https://indeed.com/rc/clk?jk=e99259aabece7825&fccid=e4c9a5df011ecb4c&vjs=3
214,Senior Business Analyst (Data Solutions),"Addison, TX",MORSCO,Experience in data focused development and design.Provide Tier 3 User Support for operational reporting systems/applications.,,https://indeed.com/rc/clk?jk=1fa8c4788fe352dc&fccid=e7506e481c628088&vjs=3
215,Business Analyst,"Dallas, TX 75240 (North Dallas area)",Onyx CenterSource,Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools.Being flexible to needed changes.,,https://indeed.com/rc/clk?jk=10f4a8c1f7753642&fccid=6e8f621f8a11c2b8&vjs=3
217,Business Analyst (Product Owner) (SRF 51),"Dallas, TX",General Dynamics Information Technology,"For the Department of Homeland Security (DHS), Office of Biometric Identity Management (OBIM), GDIT anticipates performing software development and application…",,https://indeed.com/rc/clk?jk=f7e1680b3e283fc9&fccid=11caadcdc98800d4&vjs=3
218,Business Analyst RPA,"Irving, TX",Virtusa,"65533 Technical Project manager who can lead coordination between business, other Citi teams and vendor with effective reporting and good communication.",,https://indeed.com/rc/clk?jk=954bc49054d891c6&fccid=146443e77d8c0778&vjs=3
219,Innovative analysts and editors,"Austin, TX",Optimum Research Consulting,Opportunities to advance your knowledge of data analysis software in virtually any applied research setting.Extensive knowledge and command of qualitative (e.g…,,https://indeed.com/rc/clk?jk=0c2508d312be91e7&fccid=4411b6ad07df7849&vjs=3
220,Technical Business Analyst (Network Security),"Plano, TX",First Soft Solutions [ Direct],Data analysis to correlate data from multiple sources looking for trends or opportunity for improvements.Preferred - Knowledge of cyber security standards –…,$40 - $86 an hour,https://indeed.com/rc/clk?cmp=First-Soft-Solutions-%5B-Direct%5D&ti=Technical+Business+Analyst&jk=e90d6004fd96f9a7&fccid=6dd0aeac1ec043d4&vjs=3
222,BI Consultant,"Austin, TX",Search Laboratory,Experience using any data warehouse product (we use Big Query).Tableau experience would be great – but proficiency with any other business intelligence…,,https://indeed.com/rc/clk?jk=3d9752c50d91339f&fccid=df2b210ade037ea3&vjs=3
223,Business Analyst,"Houston, TX 77036 (Westwood area)",GenuineIT,"Involve in all phases of software development cycle.Gather business requirements, design database, develop, maintenance of the applications.",,https://indeed.com/rc/clk?jk=7c06329cd99e53d3&fccid=91765dc27cb69f36&vjs=3
224,Market Research Analyst,"Houston, TX",S & B Engineers and Constructors,Supports the high-level analysis of data from such outside sources.Supports collaboration with Business Development management to obtain and analyze data on…,,https://indeed.com/rc/clk?jk=ed61517280d2d912&fccid=e3966dcd2784bdb8&vjs=3
225,Business Intelligence Analyst,"Houston, TX 77036 (Sharpstown area)",Grenza,"Transform raw data into meaningful data and provide deeper insights of the Business Process.Create SSIS package to extract, transform and load (ETL) data from…",,https://indeed.com/rc/clk?jk=453618d608a76dc9&fccid=cc8ac12aef7293e1&vjs=3
226,Business Analyst - ExamSoft,"Dallas, TX","Turnitin, LLC","ExamSoft offers a market-leading assessment-management solution that supports the entire testing process, including exam creation, administration, delivery,…",,https://indeed.com/rc/clk?jk=f9da7fe8af104823&fccid=3243257922dae709&vjs=3
228,Business Analyst (K12 Project) REMOTE,"Austin, TX",Tech Army,This is a software procurement project for a K-12 Student Information System (SIS).Likely a commercial-off-the-shelf (COTS) versus custom-build product for…,,https://indeed.com/company/Tech-Army/jobs/Business-Analyst-Remote-63175131c1894b3e?fccid=2c7f4ef17137e1fe&vjs=3
229,BI CONSULTANT,"Plano, TX",Onyx Infosoft,(or equivalent) degree in Computer Science or Information Technology (and/or equivalent experience)- 5-8 years of Business-Intelligence experience - Extensive…,"$90,000 a year",https://indeed.com/rc/clk?jk=2d4139c47cf1e804&fccid=9b0bd8a81a1b5b43&vjs=3
230,Marketing Data Analyst,"Austin, TX 78701 (Downtown area)",Outdoorsy Inc,1+ years of experience analyzing performance attribution data.Analyze terabytes of session and booking data to optimize channel performance.,,https://indeed.com/rc/clk?jk=9cfe459573139250&fccid=aa89420d5ce3b8db&vjs=3
231,Sales Analyst,"Lewisville, TX 75067",VIRA Insight,"They will use data such as customer metrics, competitor information, and sales channels to determine the best methods of increasing both revenue and market…",,https://indeed.com/rc/clk?jk=3a9ca61e187daa9e&fccid=907baf37074b3d11&vjs=3
233,Business Analyst,"McKinney, TX 75071",Redwood Family Health Center,Develop and implement data analyses.Leverage data collection systems and other strategies that optimize statistical efficiency and quality.,"$35,000 - $40,000 a year",https://indeed.com/company/Redwood-Family-Health-Clinic/jobs/Business-Analyst-76fa778d9fb9c3d1?fccid=28deb3d16335acbd&vjs=3
234,BUSINESS ANALYST,"Houston, TX 77046 (Montrose area)",Sunnova Energy Corp,Utilize data and analytics to help drive critical business decisions.Identify key areas for process improvement through data analysis and strategic thinking.,,https://indeed.com/rc/clk?jk=b0fffaba21b286ef&fccid=585151b4edc6dc1d&vjs=3
